timestamp,tank_liquidlevel,flowlevel,bottle_liquidlevel,motor_status,est_fl,est_ll
06:01.3,4.087268519,2.450000048,0.317592591,1,2.45,0.362962963
06:06.9,3.837731481,2.450000048,0.396990746,1,2.45,0.862037037
06:12.5,3.61087963,2.450000048,0.068055555,1,2.45,0.204166667
06:18.3,3.384027778,2.450000048,0.306250006,1,2.45,0.680555556
06:23.7,3.145833333,2.450000048,0.453703701,1,2.45,0
06:29.4,2.941666667,2.450000048,0.204166666,1,2.45,0.453703704
06:35.1,2.714814815,2.450000048,0.431018531,1,2.45,0.907407407
06:40.8,2.487962963,2.450000048,0.09074074,1,2.45,0.249537037
06:46.7,2.249768519,2.450000048,0.317592591,1,2.45,0.725925926
06:52.3,2.022916667,2.450000048,0.04537037,1,2.45,0.090740741
06:58.2,1.784722222,2.450000048,0.260879636,1,2.45,0.56712963
07:03.9,1.55787037,2.450000048,0.453703701,1,2.45,0.907407407
07:09.8,1.331018519,2.450000048,0.14745371,1,2.45,0.362962963
07:15.3,1.092824074,2.450000048,0.374305546,1,2.45,0.839351852
07:20.7,0.877314815,2.450000048,0.04537037,1,2.45,0.181481481
07:26.2,0.650462963,2.450000048,0.283564806,1,2.45,0.589814815
07:31.6,0.434953704,2.450000048,0.453703701,1,2.45,0.907407407
07:37.5,0.298842593,2.450000048,0.124768518,0,0,0.249537037
07:43.4,5.788657407,0,0.124768518,1,0,0.249537037
07:49.3,5.743287037,2.450000048,0.238194451,1,2.45,0.56712963
07:54.5,5.505092593,2.450000048,0.453703701,1,2.45,0.907407407
08:00.2,5.289583333,2.450000048,0.113425925,1,2.45,0.340277778
08:05.5,5.062731481,2.450000048,0.725925922,1,2.45,0.816666667
08:11.1,4.847222222,2.450000048,0.907407403,0,2.45,0.090740741
08:17.0,4.688425926,0,0.226851851,1,0,0.226851852
08:23.0,4.631712963,2.450000048,0.431018531,1,2.45,0.56712963
08:28.6,4.393518519,2.450000048,0.907407403,0,2.45,0.907407407
08:34.2,4.22337963,0,0.04537037,1,0,0.04537037
08:39.9,4.166666667,2.450000048,0.294907421,1,2.45,0.362962963
08:45.4,3.928472222,2.450000048,0.771296322,1,2.45,0.816666667
08:50.9,3.712962963,2.450000048,0.09074074,1,2.45,0.136111111
08:56.8,3.497453704,2.450000048,0.544444442,1,2.45,0.589814815
09:02.7,3.259259259,1.225000024,0.453703701,1,2.45,0.907407407
09:08.3,3.021064815,1.225000024,0.192824081,1,2.45,0.431018519
09:14.0,2.794212963,1.225000024,0.431018531,1,2.45,0.907407407
09:19.8,2.567361111,1.225000024,0.113425925,1,2.45,0.294907407
09:25.3,2.329166667,1.225000024,0.328935176,1,2.45,0.725925926
09:30.9,2.113657407,1.225000024,0.011342593,1,2.45,0.04537037
09:36.3,1.898148148,1.225000024,0.238194451,1,2.45,0.499074074
09:41.9,1.682638889,1.225000024,0.453703701,1,2.45,0.907407407
09:47.6,1.455787037,1.225000024,0.068055555,1,2.45,0.272222222
09:53.3,1.217592593,1.225000024,0.362962961,1,2.45,0.748611111
09:59.1,0.979398148,1.225000024,0.011342593,1,2.45,0.090740741
10:04.8,0.752546296,1.225000024,0.260879636,1,2.45,0.589814815
10:10.3,0.514351852,1.225000024,0.453703701,1,2.45,0.907407407
10:15.7,0.310185185,1.225000024,0.158796296,1,2.45,0.317592593
10:21.4,5.697916667,1.225000024,0.385648161,1,2.45,0.793981481
10:27.1,5.459722222,1.225000024,0.04537037,1,2.45,0.136111111
10:32.9,5.23287037,1.225000024,0.283564806,1,2.45,0.635185185
10:38.4,4.994675926,1.225000024,0.453703701,1,2.45,0.907407407
10:44.0,4.779166667,1.225000024,0.181481481,1,2.45,0.408333333
10:49.5,4.552314815,1.225000024,0.419675916,1,2.45,0.862037037
10:55.1,4.336805556,1.225000024,0.068055555,1,2.45,0.181481481
11:00.7,4.109953704,1.225000024,0.567129612,1,2.45,0.589814815
11:06.8,3.894444444,2.450000048,0.907407403,0,2.45,0.907407407
11:12.9,3.70162037,0,0.113425925,1,0,0.113425926
11:18.9,3.644907407,2.450000048,0.362962961,1,2.45,0.431018519
11:24.5,3.406712963,2.450000048,0.816666663,1,2.45,0.907407407
11:30.2,3.191203704,2.450000048,0.158796296,1,2.45,0.226851852
11:35.8,2.964351852,2.450000048,0.612500012,1,2.45,0.65787037
11:41.3,2.748842593,2.450000048,0.907407403,0,2.45,0.907407407
11:46.8,2.578703704,0,0.113425925,1,0,0.113425926
11:52.8,2.521990741,2.450000048,0.362962961,1,2.45,0.408333333
11:59.8,2.283796296,2.166375875,0.862037063,1,2.45,0.907407407
12:05.8,2.000231481,1.461499453,0.294907421,1,2.45,0.385648148
12:11.2,1.762037037,2.070143938,0.771296322,1,2.45,0.862037037
12:16.5,1.546527778,1.670433521,0.158796296,1,2.45,0.158796296
12:22.3,1.331018519,2.102925062,0.499074072,1,2.45,0.6125
12:28.0,1.092824074,1.620818615,0.907407403,0,2.45,0
12:33.7,0.922685185,-0.306496382,0.13611111,1,0,0.136111111
12:39.3,0.877314815,2.368353844,0.385648161,1,2.45,0.408333333
12:44.8,0.650462963,1.931934476,0.862037063,1,2.45,0.884722222
12:50.3,0.423611111,2.403648853,0.204166666,1,2.45,0.226851852
12:56.3,0.298842593,2.214099407,0.521759272,0,0,0.521759259
13:02.0,5.777314815,-0.732176065,0.521759272,1,0,0.521759259
13:07.4,5.720601852,2.246021032,0.771296322,1,2.45,0.839351852
13:12.9,5.505092593,2.03867197,0.13611111,1,2.45,0.158796296
13:18.4,5.278240741,2.131224155,0.567129612,1,2.45,0.56712963
13:24.0,5.062731481,1.979475856,0.907407403,0,2.45,0.907407407
13:29.7,4.892592593,-0.841197371,0.09074074,1,0,0.090740741
13:35.1,4.83587963,2.088340044,0.362962961,1,2.45,0.385648148
13:40.6,4.631712963,1.816754341,0.793981493,1,2.45,0.816666667
13:46.4,4.416203704,2.126335144,0.158796296,1,2.45,0.158796296
13:52.2,4.178009259,1.78444767,0.612500012,1,2.45,0.635185185
13:57.8,3.951157407,2.450000048,0.907407403,0,2.45,0
14:03.4,3.781018519,0,0.158796296,1,0,0.158796296
14:08.6,3.724305556,2.450000048,0.431018531,1,2.45,0.453703704
14:14.3,3.531481481,2.450000048,0.862037063,1,2.45,0.862037037
14:19.9,3.30462963,2.450000048,0.181481481,1,2.45,0.226851852
14:25.3,3.077777778,2.450000048,0.635185182,1,2.45,0.680555556
14:30.9,2.862268519,2.450000048,0.907407403,0,2.45,0
14:37.1,2.69212963,0,-0.6211586,1,0,0.136111111
14:42.9,2.635416667,2.450000048,0.364494205,1,2.45,0.453703704
14:48.8,2.408564815,2.450000048,0.682693124,1,2.45,0.907407407
14:54.6,2.17037037,2.450000048,-0.488331407,1,2.45,0.294907407
15:00.4,1.932175926,2.450000048,-0.17856808,1,2.45,0.793981481
15:06.3,1.716666667,2.450000048,-0.349957764,1,2.45,0.136111111
15:11.8,1.478472222,2.450000048,0.450300008,1,2.45,0.6125
15:17.1,1.262962963,2.450000048,0.27969256,1,2.45,0.907407407
15:22.8,1.047453704,2.450000048,0.081552148,1,2.45,0.362962963
15:28.4,0.831944444,2.450000048,-0.123751529,1,2.45,0.839351852
15:34.3,0.605092593,2.450000048,-0.033357412,1,2.45,0.181481481
15:39.7,0.366898148,2.450000048,0.253931433,1,2.45,0.65787037
15:45.1,5.765972222,2.450000048,0.076025739,1,2.45,0.907407407
15:50.5,5.550462963,2.450000048,-0.218990564,1,2.45,0.408333333
15:56.0,5.334953704,2.450000048,0.448319972,1,2.45,0.839351852
16:01.7,5.119444444,2.450000048,-0.53058821,1,2.45,0.204166667
16:07.6,4.88125,2.450000048,0.403010011,1,2.45,0.65787037
16:13.3,4.654398148,2.450000048,0.767127752,1,2.45,0
16:19.0,4.416203704,2.450000048,-0.488631159,1,2.45,0.476388889
16:24.5,4.200694444,2.450000048,0.735769331,1,2.45,0.907407407
16:30.0,3.985185185,2.450000048,-0.321228266,1,2.45,0.272222222
16:35.4,3.758333333,2.450000048,0.725925922,1,2.45,0.725925926
16:40.8,3.542824074,2.450000048,0.907407403,0,2.45,0.068055556
16:46.2,3.372685185,0,0.204166666,1,0,0.204166667
16:51.8,3.327314815,2.450000048,0.408333331,1,2.45,0.499074074
16:57.4,3.100462963,2.450000048,0.862037063,1,2.45,0.907407407
17:03.4,2.873611111,2.450000048,0.226851851,1,2.45,0.317592593
17:09.1,2.624074074,1.585214019,0.612099171,1,2.45,0.816666667
17:16.0,2.38587963,2.020027399,-0.804036617,1,2.45,0.226851852
17:22.5,2.113657407,2.435683727,0.219493389,1,2.45,0.771296296
17:29.8,1.852777778,1.74945569,-0.005548649,1,2.45,0.204166667
17:38.5,1.55787037,1.60743773,-0.180636778,1,2.45,0.816666667
17:46.2,1.228935185,2.277464151,-0.669768751,1,2.45,0.340277778
17:53.7,0.922685185,2.02774334,0.397038728,1,2.45,0.907407407
18:01.3,0.63912037,2.025862455,-0.525306344,1,2.45,0.453703704
18:07.8,0.344212963,1.657529831,0.188474134,1,2.45,0.907407407
18:14.5,5.686574074,2.071393013,-0.096586511,1,2.45,0.408333333
18:20.0,5.425694444,2.340452909,-0.028673016,1,2.45,0.907407407
