timestamp,tank_liquidlevel,tank_upperbound,tank_lowerbound,flowlevel,sensor2_thresh,bottle_liquidlevel,bottle_upperbound,bottle_lowerbound,motor_status,class,attack_type
20:04.5,4.552314815,5.81,0.3,2.450000048,3,0.499074072,0.9,0,1,normal,nil
20:09.5,4.359490741,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
20:13.5,4.212037037,5.81,0.3,0,3,0,0.9,0,1,normal,nil
20:17.7,4.178009259,5.81,0.3,2.450000048,3,0.13611111,0.9,0,1,normal,nil
20:21.1,4.053240741,5.81,0.3,2.450000048,3,0.317592591,0.9,0,1,normal,nil
20:24.2,3.91712963,5.81,0.3,2.450000048,3,0.612500012,0.9,0,1,normal,nil
20:27.0,3.792361111,5.81,0.3,2.450000048,3,0.884722233,0.9,0,1,normal,nil
20:30.0,3.678935185,5.81,0.3,2.450000048,3,0.022685185,0.9,0,1,normal,nil
20:33.3,3.554166667,5.81,0.3,2.450000048,3,0.294907421,0.9,0,1,normal,nil
20:36.6,3.418055556,5.81,0.3,2.450000048,3,0.612500012,0.9,0,1,normal,nil
20:40.6,3.281944444,5.81,0.3,2.450000048,3,0.839351833,0.9,0,1,normal,nil
20:43.8,3.123148148,5.81,0.3,2.450000048,3,0.09074074,0.9,0,1,normal,nil
20:46.8,2.987037037,5.81,0.3,2.450000048,3,0.272222221,0.9,0,1,normal,nil
20:50.0,2.862268519,5.81,0.3,2.450000048,3,0.544444442,0.9,0,1,normal,nil
20:53.3,2.7375,5.81,0.3,2.450000048,3,0.816666663,0.9,0,1,normal,nil
20:56.6,2.601388889,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
21:00.0,2.499305556,5.81,0.3,0,3,0.113425925,0.9,0,1,normal,nil
21:03.5,2.465277778,5.81,0.3,2.450000048,3,0.249537036,0.9,0,1,normal,nil
21:06.9,2.317824074,5.81,0.3,2.450000048,3,0.567129612,0.9,0,1,normal,nil
21:10.2,2.181712963,5.81,0.3,2.450000048,3,0.816666663,0.9,0,1,normal,nil
21:13.5,2.045601852,5.81,0.3,2.450000048,3,0,0.9,0,1,normal,nil
21:16.8,1.909490741,5.81,0.3,2.450000048,3,0.226851851,0.9,0,1,normal,nil
21:20.2,1.77337963,5.81,0.3,2.450000048,3,0.544444442,0.9,0,1,normal,nil
21:24.0,1.637268519,5.81,0.3,2.450000048,3,0.793981493,0.9,0,1,normal,nil
21:27.4,1.478472222,5.81,0.3,2.450000048,3,0.022685185,0.9,0,1,normal,nil
21:31.1,1.353703704,5.81,0.3,2.450000048,3,0.272222221,0.9,0,1,normal,nil
21:34.7,1.194907407,5.81,0.3,2.450000048,3,0.612500012,0.9,0,1,normal,nil
21:38.7,1.047453704,5.81,0.3,2.450000048,3,0.884722233,0.9,0,1,normal,nil
21:42.2,0.888657407,5.81,0.3,2.450000048,3,0.113425925,0.9,0,1,normal,nil
21:45.9,0.741203704,5.81,0.3,2.450000048,3,0.362962961,0.9,0,1,normal,nil
21:49.7,0.59375,5.81,0.3,2.450000048,3,0.703240752,0.9,0,1,normal,nil
21:52.8,0.446296296,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
21:56.4,0.355555556,5.81,0.3,0,3,0,0.9,0,1,normal,nil
21:59.8,0.310185185,5.81,0.3,2.450000048,3,0.158796296,0.9,0,1,normal,nil
22:03.9,5.777314815,5.81,0.3,2.450000048,3,0.453703701,0.9,0,1,normal,nil
22:07.6,5.629861111,5.81,0.3,2.450000048,3,0.771296322,0.9,0,1,normal,nil
22:11.1,5.471064815,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
22:14.4,5.368981481,5.81,0.3,2.450000048,3,0.09074074,0.9,0,1,normal,nil
22:17.7,5.334953704,5.81,0.3,2.450000048,3,0.204166666,0.9,0,1,normal,nil
22:21.2,5.198842593,5.81,0.3,2.450000048,3,0.453703701,0.9,0,1,normal,nil
22:24.6,5.062731481,5.81,0.3,2.450000048,3,0.725925922,0.9,0,1,normal,nil
22:28.2,4.92662037,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
22:32.2,4.824537037,5.81,0.3,0,3,0.09074074,0.9,0,1,normal,nil
22:36.3,4.779166667,5.81,0.3,2.450000048,3,0.272222221,0.9,0,1,normal,nil
22:39.8,4.62037037,5.81,0.3,2.450000048,3,0.612500012,0.9,0,1,normal,nil
22:43.2,4.472916667,5.81,0.3,2.450000048,3,0.884722233,0.9,0,1,normal,nil
22:46.6,4.336805556,5.81,0.3,2.450000048,3,0.09074074,0.9,0,1,normal,nil
22:50.1,4.200694444,5.81,0.3,2.450000048,3,0.340277791,0.9,0,1,normal,nil
22:53.4,4.064583333,5.81,0.3,2.450000048,3,0.567129612,0.9,0,1,normal,nil
22:56.4,3.928472222,5.81,0.3,2.450000048,3,0.816666663,0.9,0,1,normal,nil
22:59.4,3.803703704,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
23:02.7,3.724305556,5.81,0.3,0,3,0.09074074,0.9,0,1,normal,nil
23:06.6,3.690277778,5.81,0.3,2.450000048,3,0.204166666,0.9,0,1,normal,nil
23:10.3,3.531481481,5.81,0.3,2.450000048,3,0.589814842,0.9,0,1,normal,nil
23:14.1,3.384027778,5.81,0.3,2.450000048,3,0.839351833,0.9,0,1,normal,nil
23:18.1,3.225231481,5.81,0.3,2.450000048,3,0.09074074,0.9,0,1,normal,nil
23:21.9,3.066435185,5.81,0.3,2.450000048,3,0.408333331,0.9,0,1,normal,nil
23:25.7,2.918981481,5.81,0.3,2.450000048,3,0.680555582,0.9,0,1,normal,nil
23:29.3,2.760185185,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
23:33.2,2.669444444,5.81,0.3,0,3,0,0.9,0,1,normal,nil
23:37.6,2.624074074,5.81,0.3,2.450000048,3,0.226851851,0.9,0,1,normal,nil
23:41.9,2.442592593,5.81,0.3,2.450000048,3,0.589814842,0.9,0,1,normal,nil
23:45.8,2.261111111,5.81,0.3,2.450000048,3,0.862037063,0.9,0,1,normal,nil
23:49.5,2.102314815,5.81,0.3,2.450000048,3,0.113425925,0.9,0,1,normal,nil
23:53.4,1.954861111,5.81,0.3,2.450000048,3,0.431018531,0.9,0,1,normal,nil
23:56.9,1.796064815,5.81,0.3,2.450000048,3,0.703240752,0.9,0,1,normal,nil
24:00.1,1.648611111,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
24:04.6,1.55787037,5.81,0.3,0,3,0,0.9,0,1,normal,nil
24:08.6,1.5125,5.81,0.3,2.450000048,3,0.204166666,0.9,0,1,normal,nil
24:12.9,1.342361111,5.81,0.3,2.450000048,3,0.567129612,0.9,0,1,normal,nil
24:16.3,1.172222222,5.81,0.3,2.450000048,3,0.816666663,0.9,0,1,normal,nil
24:19.9,1.024768519,5.81,0.3,2.450000048,3,0.04537037,0.9,0,1,normal,nil
24:23.5,0.888657407,5.81,0.3,2.450000048,3,0.272222221,0.9,0,1,normal,nil
24:27.0,0.729861111,5.81,0.3,2.450000048,3,0.635185182,0.9,0,1,normal,nil
24:30.4,0.59375,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
24:33.6,0.491666667,5.81,0.3,0,3,0,0.9,0,1,normal,nil
24:37.2,0.446296296,5.81,0.3,2.450000048,3,0.204166666,0.9,0,1,normal,nil
24:40.7,0.298842593,5.81,0.3,2.450000048,3,0.431018531,0.9,0,0,normal,nil
24:44.8,5.8,5.81,0.3,0,3,0.431018531,0.9,0,1,normal,nil
24:48.9,5.765972222,5.81,0.3,2.450000048,3,0.612500012,0.9,0,1,normal,nil
24:52.0,5.595833333,5.81,0.3,2.450000048,3,0.862037063,0.9,0,1,normal,nil
24:55.0,5.471064815,5.81,0.3,2.450000048,3,0,0.9,0,1,normal,nil
24:57.9,5.346296296,5.81,0.3,2.450000048,3,0.272222221,0.9,0,1,normal,nil
25:01.2,5.23287037,5.81,0.3,2.450000048,3,0.521759272,0.9,0,1,normal,nil
25:04.1,5.096759259,5.81,0.3,2.450000048,3,0.771296322,0.9,0,1,normal,nil
25:06.9,4.971990741,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
25:10.0,4.892592593,5.81,0.3,0,3,0.04537037,0.9,0,1,normal,nil
25:13.0,4.847222222,5.81,0.3,2.450000048,3,0.158796296,0.9,0,1,normal,nil
25:16.0,4.722453704,5.81,0.3,2.450000048,3,0.408333331,0.9,0,1,normal,nil
25:18.9,4.609027778,5.81,0.3,2.450000048,3,0.657870352,0.9,0,1,normal,nil
25:21.7,4.484259259,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
25:24.7,4.404861111,5.81,0.3,0,3,0,0.9,0,1,normal,nil
25:27.8,4.370833333,5.81,0.3,2.450000048,3,0.09074074,0.9,0,1,normal,nil
25:30.7,4.246064815,5.81,0.3,2.450000048,3,0.340277791,0.9,0,1,normal,nil
25:33.7,4.121296296,5.81,0.3,2.450000048,3,0.589814842,0.9,0,1,normal,nil
25:37.3,3.996527778,5.81,0.3,2.450000048,3,0.839351833,0.9,0,1,normal,nil
25:41.3,3.849074074,5.81,0.3,2.450000048,3,0.09074074,0.9,0,1,normal,nil
25:44.5,3.690277778,5.81,0.3,2.450000048,3,0.362962961,0.9,0,1,normal,nil
25:47.4,3.565509259,5.81,0.3,2.450000048,3,0.589814842,0.9,0,1,normal,nil
25:50.3,3.440740741,5.81,0.3,2.450000048,3,0.862037063,0.9,0,1,normal,nil
25:53.3,3.327314815,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
25:55.9,3.236574074,5.81,0.3,0,3,0.113425925,0.9,0,1,normal,nil
25:58.7,3.202546296,5.81,0.3,2.450000048,3,0.204166666,0.9,0,1,normal,nil
26:01.9,3.08912037,5.81,0.3,2.450000048,3,0.431018531,0.9,0,1,normal,nil
26:04.8,2.964351852,5.81,0.3,2.450000048,3,0.680555582,0.9,0,1,normal,nil
26:07.7,2.839583333,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
26:10.9,2.760185185,5.81,0.3,0,3,0,0.9,0,1,normal,nil
26:14.1,2.726157407,5.81,0.3,2.450000048,3,0.13611111,0.9,0,1,normal,nil
26:17.4,2.601388889,5.81,0.3,2.450000048,3,0.431018531,0.9,0,1,normal,nil
26:20.2,2.453935185,5.81,0.3,2.450000048,3,0.657870352,0.9,0,1,normal,nil
26:22.8,2.351851852,5.81,0.3,2.450000048,3,0.884722233,0.9,0,1,normal,nil
26:25.4,2.238425926,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
26:27.9,2.17037037,5.81,0.3,0,3,0.068055555,0.9,0,1,normal,nil
26:30.6,2.136342593,5.81,0.3,2.450000048,3,0.181481481,0.9,0,1,normal,nil
26:33.3,2.022916667,5.81,0.3,2.450000048,3,0.408333331,0.9,0,1,normal,nil
26:35.9,1.920833333,5.81,0.3,2.450000048,3,0.612500012,0.9,0,1,normal,nil
26:38.6,1.807407407,5.81,0.3,2.450000048,3,0.816666663,0.9,0,1,normal,nil
26:41.1,1.705324074,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
26:43.8,1.625925926,5.81,0.3,0,3,0.04537037,0.9,0,1,normal,nil
26:46.8,1.591898148,5.81,0.3,2.450000048,3,0.181481481,0.9,0,1,normal,nil
26:49.5,1.46712963,5.81,0.3,2.450000048,3,0.385648161,0.9,0,1,normal,nil
26:52.8,1.365046296,5.81,0.3,2.450000048,3,0.612500012,0.9,0,1,normal,nil
26:56.0,1.228935185,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
26:59.0,1.138194444,5.81,0.3,0,3,0,0.9,0,1,normal,nil
27:01.7,1.104166667,5.81,0.3,2.450000048,3,0.09074074,0.9,0,1,normal,nil
27:04.5,0.990740741,5.81,0.3,2.450000048,3,0.317592591,0.9,0,1,normal,nil
27:07.7,0.877314815,5.81,0.3,2.450000048,3,0.544444442,0.9,0,1,normal,nil
27:10.8,0.752546296,5.81,0.3,2.450000048,3,0.793981493,0.9,0,1,normal,nil
27:13.8,0.627777778,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
27:16.7,0.559722222,5.81,0.3,0,3,0.04537037,0.9,0,1,normal,nil
27:19.5,0.514351852,5.81,0.3,2.450000048,3,0.13611111,0.9,0,1,normal,nil
27:22.3,0.400925926,5.81,0.3,2.450000048,3,0.385648161,0.9,0,1,normal,nil
27:24.9,0.298842593,5.81,0.3,2.450000048,3,0.589814842,0.9,0,0,normal,nil
27:27.8,5.8,5.81,0.3,2.450000048,3,0.589814842,0.9,0,1,normal,nil
27:30.9,5.765972222,5.81,0.3,2.450000048,3,0.725925922,0.9,0,1,normal,nil
27:33.8,5.641203704,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
27:36.9,5.550462963,5.81,0.3,0,3,0,0.9,0,1,normal,nil
27:40.2,5.516435185,5.81,0.3,2.450000048,3,0.158796296,0.9,0,1,normal,nil
27:43.3,5.380324074,5.81,0.3,2.450000048,3,0.362962961,0.9,0,1,normal,nil
27:46.4,5.255555556,5.81,0.3,2.450000048,3,0.612500012,0.9,0,1,normal,nil
27:49.1,5.130787037,5.81,0.3,2.450000048,3,0.839351833,0.9,0,1,normal,nil
27:51.8,5.028703704,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
27:54.6,4.949305556,5.81,0.3,0,3,0.09074074,0.9,0,1,normal,nil
27:57.5,4.903935185,5.81,0.3,2.450000048,3,0.204166666,0.9,0,1,normal,nil
28:00.8,4.790509259,5.81,0.3,2.450000048,3,0.431018531,0.9,0,1,normal,nil
28:04.3,4.654398148,5.81,0.3,2.450000048,3,0.771296322,0.9,0,1,normal,nil
28:08.6,4.52962963,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
28:12.2,4.427546296,5.81,0.3,0,3,0.022685185,0.9,0,1,normal,nil
28:14.9,4.382175926,5.81,0.3,2.450000048,3,0.158796296,0.9,0,1,normal,nil
28:17.9,4.280092593,5.81,0.3,2.450000048,3,0.385648161,0.9,0,1,normal,nil
28:20.7,4.155324074,5.81,0.3,2.450000048,3,0.589814842,0.9,0,1,normal,nil
28:23.3,4.053240741,5.81,0.3,2.450000048,3,0.793981493,0.9,0,1,normal,nil
28:25.9,3.951157407,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
28:28.9,3.883101852,5.81,0.3,0,3,0,0.9,0,1,normal,nil
28:31.9,3.837731481,5.81,0.3,2.450000048,3,0.113425925,0.9,0,1,normal,nil
28:35.0,3.712962963,5.81,0.3,2.450000048,3,0.340277791,0.9,0,1,normal,nil
28:38.2,3.599537037,5.81,0.3,2.450000048,3,0.657870352,0.9,0,1,normal,nil
28:41.2,3.463425926,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
28:44.8,3.39537037,5.81,0.3,0,3,0,0.9,0,1,normal,nil
28:48.2,3.361342593,5.81,0.3,2.450000048,3,0.113425925,0.9,0,1,normal,nil
28:51.4,3.225231481,5.81,0.3,2.450000048,3,0.453703701,0.9,0,1,normal,nil
28:54.3,3.08912037,5.81,0.3,2.450000048,3,0.612500012,0.9,0,1,normal,nil
28:57.0,2.975694444,5.81,0.3,2.450000048,3,0.862037063,0.9,0,1,normal,nil
29:00.0,2.862268519,5.81,0.3,2.450000048,3,0.022685185,0.9,0,1,normal,nil
29:03.2,2.7375,5.81,0.3,2.450000048,3,0.249537036,0.9,0,1,normal,nil
29:06.1,2.612731481,5.81,0.3,2.450000048,3,0.476388901,0.9,0,1,normal,nil
29:08.9,2.499305556,5.81,0.3,2.450000048,3,0.725925922,0.9,0,1,normal,nil
29:12.1,2.38587963,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
29:15.4,2.283796296,5.81,0.3,0,3,0,0.9,0,1,normal,nil
29:19.0,2.238425926,5.81,0.3,2.450000048,3,0.204166666,0.9,0,1,normal,nil
29:23.2,2.102314815,5.81,0.3,2.450000048,3,0.431018531,0.9,0,1,normal,nil
29:26.9,1.932175926,5.81,0.3,2.450000048,3,0.771296322,0.9,0,1,normal,nil
29:29.7,1.784722222,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
29:32.7,1.705324074,5.81,0.3,0,3,0.04537037,0.9,0,1,normal,nil
29:35.5,1.671296296,5.81,0.3,2.450000048,3,0.158796296,0.9,0,1,normal,nil
29:38.6,1.55787037,5.81,0.3,2.450000048,3,0.431018531,0.9,0,1,normal,nil
29:41.9,1.433101852,5.81,0.3,2.450000048,3,0.680555582,0.9,0,1,normal,nil
29:44.9,1.296990741,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
29:48.1,1.217592593,5.81,0.3,0,3,0,0.9,0,1,normal,nil
29:51.8,1.16087963,5.81,0.3,2.450000048,3,0.204166666,0.9,0,1,normal,nil
29:55.1,1.013425926,5.81,0.3,2.450000048,3,0.499074072,0.9,0,1,normal,nil
29:57.9,0.877314815,5.81,0.3,2.450000048,3,0.680555582,0.9,0,1,normal,nil
30:00.3,0.763888889,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
30:02.9,0.707175926,5.81,0.3,0,3,0,0.9,0,1,normal,nil
30:06.1,0.661805556,5.81,0.3,2.450000048,3,0.13611111,0.9,0,1,normal,nil
30:09.2,0.537037037,5.81,0.3,2.450000048,3,0.408333331,0.9,0,1,normal,nil
30:12.4,0.400925926,5.81,0.3,2.450000048,3,0.657870352,0.9,0,1,normal,nil
30:15.3,0.298842593,5.81,0.3,2.450000048,3,0.884722233,0.9,0,0,normal,nil
30:18.4,5.8,5.81,0.3,0,3,0.884722233,0.9,0,1,normal,nil
30:21.6,5.765972222,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
30:24.7,5.675231481,5.81,0.3,0,3,0.022685185,0.9,0,1,normal,nil
30:27.9,5.641203704,5.81,0.3,2.450000048,3,0.113425925,0.9,0,1,normal,nil
30:31.6,5.505092593,5.81,0.3,2.450000048,3,0.453703701,0.9,0,1,normal,nil
30:34.8,5.357638889,5.81,0.3,2.450000048,3,0.725925922,0.9,0,1,normal,nil
30:37.6,5.23287037,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
30:40.4,5.153472222,5.81,0.3,0,3,0,0.9,0,1,normal,nil
30:43.3,5.119444444,5.81,0.3,2.450000048,3,0.113425925,0.9,0,1,normal,nil
30:46.2,5.006018519,5.81,0.3,2.450000048,3,0.362962961,0.9,0,1,normal,nil
30:49.0,4.88125,5.81,0.3,2.450000048,3,0.567129612,0.9,0,1,normal,nil
30:52.0,4.767824074,5.81,0.3,2.450000048,3,0.816666663,0.9,0,1,normal,nil
30:54.9,4.654398148,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
30:57.6,4.563657407,5.81,0.3,2.450000048,3,0.04537037,0.9,0,1,normal,nil
31:00.7,4.52962963,5.81,0.3,2.450000048,3,0.181481481,0.9,0,1,normal,nil
31:03.6,4.404861111,5.81,0.3,2.450000048,3,0.431018531,0.9,0,1,normal,nil
31:07.1,4.280092593,5.81,0.3,2.450000048,3,0.680555582,0.9,0,1,normal,nil
31:10.3,4.143981481,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
31:13.3,4.053240741,5.81,0.3,0,3,0,0.9,0,1,normal,nil
31:16.3,4.019212963,5.81,0.3,2.450000048,3,0.113425925,0.9,0,1,normal,nil
31:19.1,3.894444444,5.81,0.3,2.450000048,3,0.340277791,0.9,0,1,normal,nil
31:21.9,3.781018519,5.81,0.3,2.450000048,3,0.589814842,0.9,0,1,normal,nil
31:25.0,3.667592593,5.81,0.3,2.450000048,3,0.816666663,0.9,0,1,normal,nil
31:28.6,3.542824074,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
31:31.3,3.440740741,5.81,0.3,0,3,0.113425925,0.9,0,1,normal,nil
31:34.1,3.39537037,5.81,0.3,2.450000048,3,0.204166666,0.9,0,1,normal,nil
31:36.8,3.281944444,5.81,0.3,2.450000048,3,0.453703701,0.9,0,1,normal,nil
31:40.0,3.168518519,5.81,0.3,2.450000048,3,0.725925922,0.9,0,1,normal,nil
31:43.5,3.04375,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
31:46.6,2.941666667,5.81,0.3,0,3,0,0.9,0,1,normal,nil
31:51.0,2.907638889,5.81,0.3,2.450000048,3,0.204166666,0.9,0,1,normal,nil
31:55.9,2.726157407,5.81,0.3,2.450000048,3,0.567129612,0.9,0,1,normal,nil
31:59.2,2.521990741,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
32:02.7,2.419907407,5.81,0.3,0,3,0,0.9,0,1,normal,nil
32:06.1,2.374537037,5.81,0.3,2.450000048,3,0.158796296,0.9,0,1,normal,nil
32:09.6,2.238425926,5.81,0.3,2.450000048,3,0.499074072,0.9,0,1,normal,nil
32:12.7,2.102314815,5.81,0.3,2.450000048,3,0.748611093,0.9,0,1,normal,nil
32:15.6,1.977546296,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
32:18.8,1.886805556,5.81,0.3,0,3,0,0.9,0,1,normal,nil
32:21.8,1.852777778,5.81,0.3,2.450000048,3,0.09074074,0.9,0,1,normal,nil
32:26.5,1.728009259,5.81,0.3,2.450000048,3,0.362962961,0.9,0,1,normal,nil
32:31.1,1.614583333,5.81,0.3,2.450000048,3,0.521759272,0.9,0,1,normal,nil
32:36.7,1.535185185,5.81,0.3,0,3,0.748611093,0.9,0,1,normal,nil
32:41.7,1.387731481,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
32:46.9,1.319675926,5.81,0.3,0,3,0.181481481,0.9,0,1,normal,nil
32:51.9,1.194907407,5.81,0.3,2.450000048,3,0.431018531,0.9,0,1,normal,nil
32:57.2,1.070138889,5.81,0.3,2.450000048,3,0.612500012,0.9,0,0,anomaly,False data injection
33:02.5,0.979398148,5.81,0.3,0,3,0.793981493,0.9,0,1,normal,nil
33:07.6,0.831944444,5.81,0.3,2.450000048,3,0,0.9,0,0,anomaly,False data injection
33:13.1,0.741203704,5.81,0.3,0,3,0.158796296,0.9,0,0,anomaly,False data injection
33:18.4,0.63912037,5.81,0.3,0,3,0.431018531,0.9,0,1,normal,nil
33:23.5,0.514351852,5.81,0.3,2.450000048,3,0.635185182,0.9,0,1,normal,nil
33:28.2,0.412268519,5.81,0.3,0,3,0.907407403,0.9,0,0,normal,nil
33:32.9,0.33287037,5.81,0.3,0,3,0.13611111,0.9,0,1,normal,nil
33:37.5,5.765972222,5.81,0.3,0,3,0.249537036,0.9,0,0,anomaly,False data injection
33:42.2,5.675231481,5.81,0.3,0,3,0.453703701,0.9,0,1,normal,nil
33:47.9,5.561805556,5.81,0.3,2.450000048,3,0.703240752,0.9,0,0,anomaly,False data injection
33:52.9,5.437037037,5.81,0.3,2.450000048,3,0.884722233,0.9,0,1,normal,nil
33:57.9,5.289583333,5.81,0.3,2.450000048,3,0.13611111,0.9,0,1,normal,nil
34:03.4,5.176157407,5.81,0.3,2.450000048,3,0.294907421,0.9,0,0,anomaly,False data injection
34:08.2,5.085416667,5.81,0.3,0,3,0.499074072,0.9,0,1,normal,nil
34:13.4,4.960648148,5.81,0.3,2.450000048,3,0.771296322,0.9,0,1,normal,nil
34:18.6,4.847222222,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
34:23.5,4.756481481,5.81,0.3,0,3,0.249537036,0.9,0,1,normal,nil
34:28.2,4.643055556,5.81,0.3,2.450000048,3,0.408333331,0.9,0,1,normal,nil
34:33.5,4.552314815,5.81,0.3,0,3,0.589814842,0.9,0,0,anomaly,False data injection
34:38.3,4.461574074,5.81,0.3,0,3,0.816666663,0.9,0,1,normal,nil
34:43.3,4.359490741,5.81,0.3,2.450000048,3,0,0.9,0,0,anomaly,False data injection
34:48.4,4.280092593,5.81,0.3,0,3,0.181481481,0.9,0,1,normal,nil
34:53.1,4.143981481,5.81,0.3,2.450000048,3,0.453703701,0.9,0,1,normal,nil
34:59.0,4.053240741,5.81,0.3,2.450000048,3,0.589814842,0.9,0,0,anomaly,False data injection
35:04.2,3.951157407,5.81,0.3,0,3,0.862037063,0.9,0,1,normal,nil
35:09.3,3.837731481,5.81,0.3,2.450000048,3,0.022685185,0.9,0,1,normal,nil
35:15.0,3.735648148,5.81,0.3,0,3,0.294907421,0.9,0,1,normal,nil
35:19.6,3.565509259,5.81,0.3,2.450000048,3,0.544444442,0.9,0,1,normal,nil
35:24.2,3.486111111,5.81,0.3,0,3,0.680555582,0.9,0,0,anomaly,False data injection
35:28.8,3.406712963,5.81,0.3,0,3,0.862037063,0.9,0,1,normal,nil
35:33.5,3.281944444,5.81,0.3,2.450000048,3,0.04537037,0.9,0,1,normal,nil
35:38.2,3.191203704,5.81,0.3,0,3,0.204166666,0.9,0,1,normal,nil
35:43.4,3.066435185,5.81,0.3,2.450000048,3,0.499074072,0.9,0,1,normal,nil
35:48.4,2.964351852,5.81,0.3,2.450000048,3,0.657870352,0.9,0,0,anomaly,False data injection
35:53.4,2.873611111,5.81,0.3,0,3,0.862037063,0.9,0,1,normal,nil
35:59.8,2.760185185,5.81,0.3,2.450000048,3,0.068055555,0.9,0,0,anomaly,False data injection
36:05.2,2.635416667,5.81,0.3,0,3,0.294907421,0.9,0,1,normal,nil
36:10.1,2.510648148,5.81,0.3,2.450000048,3,0.612500012,0.9,0,1,normal,nil
36:14.7,2.408564815,5.81,0.3,0,3,0.771296322,0.9,0,0,anomaly,False data injection
36:19.0,2.329166667,5.81,0.3,0,3,0.022685185,0.9,0,1,normal,nil
36:23.4,2.215740741,5.81,0.3,2.450000048,3,0.204166666,0.9,0,0,anomaly,False data injection
36:27.6,2.147685185,5.81,0.3,2.450000048,3,0.340277791,0.9,0,0,anomaly,False data injection
36:32.1,2.07962963,5.81,0.3,0,3,0.521759272,0.9,0,1,normal,nil
36:36.5,1.954861111,5.81,0.3,2.450000048,3,0.725925922,0.9,0,1,normal,nil
36:40.8,1.875462963,5.81,0.3,0,3,0.907407403,0.9,0,0,normal,nil
36:44.9,1.807407407,5.81,0.3,0,3,0.09074074,0.9,0,1,normal,nil
36:49.3,1.693981481,5.81,0.3,0,3,0.226851851,0.9,0,1,normal,nil
36:53.7,1.603240741,5.81,0.3,2.450000048,3,0.385648161,0.9,0,0,anomaly,False data injection
36:58.3,1.523842593,5.81,0.3,0,3,0.589814842,0.9,0,1,normal,nil
37:02.6,1.399074074,5.81,0.3,2.450000048,3,0.793981493,0.9,0,1,normal,nil
37:06.9,1.319675926,5.81,0.3,0,3,0.907407403,0.9,0,0,normal,nil
37:11.4,1.262962963,5.81,0.3,0,3,0.113425925,0.9,0,1,normal,nil
37:15.7,1.149537037,5.81,0.3,0,3,0.362962961,0.9,0,1,normal,nil
37:20.2,1.081481481,5.81,0.3,0,3,0.476388901,0.9,0,0,anomaly,False data injection
37:24.6,0.990740741,5.81,0.3,0,3,0.657870352,0.9,0,1,normal,nil
37:29.0,0.865972222,5.81,0.3,2.450000048,3,0.907407403,0.9,0,0,normal,nil
37:33.3,0.809259259,5.81,0.3,2.450000048,3,0.158796296,0.9,0,1,normal,nil
37:37.8,0.707175926,5.81,0.3,0,3,0.294907421,0.9,0,1,normal,nil
37:41.5,0.582407407,5.81,0.3,2.450000048,3,0.544444442,0.9,0,1,normal,nil
37:45.1,0.503009259,5.81,0.3,0,3,0.703240752,0.9,0,1,normal,nil
37:50.4,0.446296296,5.81,0.3,0,3,0.862037063,0.9,0,1,normal,nil
