timestamp,tank_liquidlevel,flowlevel,bottle_liquidlevel,motor_status,est_fl,est_ll
08:35.0,0.491666667,2.450000048,0.907407403,0,2.45,0.907407407
08:40.9,0.321527778,0,0.09074074,1,0,0.090740741
08:46.2,0.298842593,2.450000048,0.249537036,0,2.45,0.249537037
08:51.8,5.8,0,0.249537036,1,0,0.249537037
08:57.3,5.75462963,2.450000048,0.499074072,1,2.45,0.544444444
09:03.5,5.53912037,2.450000048,0.63918519,1,2.45,0.907407407
09:08.9,5.289583333,2.450000048,0.63918519,1,2.45,0.385648148
09:14.4,5.074074074,2.450000048,0.63918519,1,2.45,0.793981481
09:19.7,4.858564815,2.450000048,0.63918519,1,2.45,0.136111111
09:25.3,4.654398148,2.450000048,0.63918519,1,2.45,0.56712963
09:30.8,4.438888889,2.450000048,0.63918519,1,2.45,0.907407407
09:36.6,4.212037037,2.450000048,0.63918519,1,2.45,0.362962963
09:42.2,3.973842593,2.450000048,0.63918519,1,2.45,0.839351852
09:48.0,3.746990741,2.450000048,0.63918519,1,2.45,0.181481481
09:53.4,3.531481481,2.450000048,0.63918519,1,2.45,0.635185185
09:58.8,3.30462963,2.450000048,0.63918519,1,2.45,0.907407407
10:04.4,3.08912037,2.450000048,0.63918519,1,2.45,0.408333333
10:10.2,2.862268519,2.450000048,0.63918519,1,2.45,0.862037037
10:15.9,2.635416667,2.450000048,0.63918519,1,2.45,0.204166667
10:21.5,2.419907407,2.450000048,0.63918519,1,2.45,0.635185185
10:26.6,2.204398148,2.450000048,0.63918519,1,2.45,0.907407407
10:32.1,2.000231481,2.450000048,0.63918519,1,2.45,0.362962963
10:37.3,1.784722222,2.450000048,0.63918519,1,2.45,0.816666667
10:42.6,1.569212963,2.450000048,0.63918519,1,2.45,0.113425926
10:48.2,1.365046296,2.450000048,0.63918519,1,2.45,0.56712963
10:53.5,1.149537037,2.450000048,0.63918519,1,2.45,0.907407407
10:58.9,0.94537037,2.450000048,0.63918519,1,2.45,0.317592593
11:04.5,0.718518519,2.450000048,0.63918519,1,2.45,0.771296296
11:10.9,0.491666667,2.450000048,0.63918519,1,2.45,0.158796296
11:16.4,0.298842593,2.450000048,0.63918519,0,0,0.453703704
11:22.5,5.8,0,0.453703701,1,0,0.453703704
11:28.1,5.743287037,2.450000048,0.703240752,1,2.45,0.748611111
11:34.0,5.527777778,2.450000048,0.022685185,1,2.45,0.090740741
11:39.9,5.289583333,2.450000048,0.499074072,1,2.45,0.589814815
11:45.3,5.062731481,2.450000048,0.907407403,0,2.45,0.907407407
11:50.8,4.892592593,0,0.04537037,1,0,0.04537037
11:56.4,4.83587963,2.450000048,0.272222221,1,2.45,0.340277778
12:02.0,4.62037037,2.450000048,0.725925922,1,2.45,0.816666667
12:07.8,4.382175926,2.450000048,0.04537037,1,2.45,0.158796296
12:13.2,4.155324074,2.450000048,0.521759272,1,2.45,0.6125
12:19.8,3.939814815,2.450000048,0.907407403,0,2.45,0.907407407
12:26.8,3.735648148,0,0.13611111,1,0,0.136111111
12:32.7,3.667592593,2.450000048,0.385648161,1,2.45,0.476388889
12:39.0,3.429398148,2.450000048,0.63918519,1,2.45,0.907407407
12:45.2,3.179861111,1.5,0.63918519,1,2.45,0.362962963
12:50.9,2.930324074,1.5,0.63918519,1,2.45,0.862037037
12:56.4,2.703472222,1.5,0.63918519,1,2.45,0.181481481
13:01.8,2.487962963,1.5,0.63918519,1,2.45,0.635185185
13:07.5,2.272453704,1.5,0.63918519,1,2.45,0.907407407
13:13.4,2.045601852,1.5,0.63918519,1,2.45,0.453703704
13:18.9,1.796064815,1.5,0.63918519,1,2.45,0.907407407
13:24.6,1.569212963,1.5,0.63918519,1,2.45,0.272222222
13:30.6,1.342361111,1.5,0.63918519,1,2.45,0.748611111
13:36.1,1.104166667,1.5,0.63918519,1,2.45,0.090740741
13:42.0,0.877314815,1.5,0.63918519,1,2.45,0.544444444
13:47.6,0.650462963,1.5,0.63918519,1,2.45,0.907407407
13:52.8,0.423611111,1.5,0.63918519,1,2.45,0.362962963
13:58.5,0.298842593,1.5,0.63918519,0,0,0.65787037
14:04.8,5.788657407,1.5,0.657870352,1,0,0.65787037
14:10.5,5.731944444,2.450000048,0.907407403,0,2.45,0.907407407
14:17.1,5.561805556,0,0,1,0,0
14:23.1,5.505092593,2.450000048,0.249537036,1,2.45,0.340277778
14:29.0,5.266898148,2.450000048,0.725925922,1,2.45,0.816666667
14:35.0,5.040046296,2.450000048,0.204166666,1,2.45,0.204166667
14:41.0,4.790509259,2.450000048,0.657870352,1,2.45,0.703240741
14:46.6,4.552314815,2.450000048,0.907407403,0,2.45,0.04537037
14:52.3,4.382175926,0,0.181481481,1,0,0.181481481
14:58.5,4.325462963,2.450000048,0.408333331,1,2.45,0.521759259
15:04.3,4.087268519,1.416094303,0.907407403,0,2.45,0.907407407
15:10.0,3.91712963,1.053341269,0.04537037,1,0,0.04537037
15:15.5,3.860416667,1.34196949,0.294907421,1,2.45,0.362962963
15:21.3,3.644907407,1.677033901,0.771296322,1,2.45,0.793981481
15:26.6,3.406712963,2.064819336,0.09074074,1,2.45,0.113425926
15:32.2,3.202546296,1.291917443,0.544444442,1,2.45,0.56712963
15:39.3,2.975694444,1.940943718,0.907407403,0,2.45,0.907407407
15:46.1,2.78287037,0.081578545,0.13611111,1,0,0.136111111
15:52.5,2.726157407,0.681476057,0.385648161,1,2.45,0.476388889
15:58.5,2.465277778,2.934978247,0.862037063,1,2.45,0.907407407
16:05.9,2.227083333,0.735283256,0.317592591,1,2.45,0.431018519
16:12.0,1.943518519,2.682350159,0.884722233,1,2.45,0.907407407
16:18.5,1.705324074,1.469031096,0.226851851,1,2.45,0.340277778
16:24.9,1.444444444,0.124372192,0.839351833,1,2.45,0.884722222
16:31.1,1.194907407,1.714203596,0.181481481,1,2.45,0.249537037
16:37.5,0.94537037,0.538041472,0.680555582,1,2.45,0.748611111
16:44.1,0.707175926,1.703912139,0.04537037,1,2.45,0.204166667
16:49.6,0.434953704,2.639990568,0.635185182,1,2.45,0.680555556
16:56.4,0.298842593,1.505949497,0.907407403,0,0,0
17:03.2,5.788657407,2.463136196,0,1,0,0
17:10.0,5.731944444,2.763578653,0.317592591,1,2.45,0.385648148
17:16.8,5.471064815,0.26299721,0.816666663,1,2.45,0.907407407
17:22.8,5.221527778,2.450000048,0.317592591,1,2.45,0.317592593
17:29.0,4.983333333,2.450000048,0.748611093,1,2.45,0.793981481
17:34.9,4.733796296,2.450000048,0.329731584,1,2.45,0.181481481
17:40.7,4.495601852,2.450000048,0.269262075,1,2.45,0.65787037
17:46.4,4.26875,2.450000048,0.39395678,1,2.45,0
17:51.8,4.041898148,2.450000048,0.696653306,1,2.45,0.453703704
17:57.5,3.815046296,2.450000048,0.308372438,1,2.45,0.907407407
18:03.3,3.599537037,2.450000048,0.120360881,1,2.45,0.249537037
18:09.0,3.361342593,2.450000048,0.082497917,1,2.45,0.725925926
18:14.5,3.134490741,2.450000048,0.74528271,1,2.45,0.068055556
18:19.9,2.918981481,2.450000048,0.429352462,1,2.45,0.476388889
18:25.3,2.703472222,2.450000048,0.172665149,1,2.45,0.907407407
18:31.3,2.487962963,2.450000048,0.226851851,1,2.45,0.294907407
18:37.3,2.261111111,2.450000048,0.680555582,1,2.45,0.771296296
18:43.4,2.022916667,2.450000048,0,1,2.45,0.136111111
18:49.6,1.77337963,2.450000048,0.612500012,1,2.45,0.635185185
18:55.9,1.523842593,2.450000048,0.907407403,0,2.45,0.022685185
19:01.8,1.331018519,0.40468967,0.113421798,1,0,0.181481481
19:07.3,1.274305556,2.769903898,0.630975366,1,2.45,0.521759259
19:12.7,1.036111111,2.060195684,0.495684505,1,2.45,0.907407407
19:18.3,0.820601852,2.459639072,0.637878835,1,2.45,0.272222222
19:24.0,0.59375,1.517449379,0.457786292,1,2.45,0.748611111
19:29.4,0.366898148,1.903297186,0.617572129,1,2.45,0.068055556
19:35.4,5.765972222,1.167680979,0.392380625,1,2.45,0.544444444
19:40.7,5.516435185,0.729799509,0.347371578,1,2.45,0.907407407
19:46.0,5.300925926,2.124078989,0.682599843,1,2.45,0.294907407
19:51.7,5.085416667,2.322495937,0.785041809,1,2.45,0.748611111
19:57.3,4.858564815,0.716381669,0.004840055,1,2.45,0.090740741
