timestamp,tank_liquidlevel,flowlevel,bottle_liquidlevel,motor_status,est_fl,est_ll
49:23.8,4.52962963,2.450000048,0.476388901,1,2.45,0.499074074
49:30.8,4.26875,3.172904253,0.907407403,0,2.45,0
49:36.4,4.143981481,0.553895235,0,1,0,0
49:42.4,4.098611111,2.739825487,0.249537036,1,2.45,0.317592593
49:47.9,3.849074074,2.633239746,0.748611093,1,2.45,0.816666667
49:54.3,3.644907407,3.376181364,0.113425925,1,2.45,0.113425926
50:01.2,3.508796296,3.39193511,0.431018531,1,2.45,0.431018519
50:06.9,3.338657407,2.973995209,0.680555582,1,2.45,0.748611111
50:13.3,3.111805556,3.353868008,0.09074074,1,2.45,0.090740741
50:20.0,2.953009259,3.181994915,0.431018531,1,2.45,0.431018519
50:26.7,2.78287037,3.435587883,0.703240752,1,2.45,0.748611111
50:33.2,2.624074074,3.308188438,0.907407403,0,2.45,0
50:38.9,2.533333333,0.778787673,0,1,0,0
50:45.6,2.47662037,3.101514816,0.340277791,1,2.45,0.340277778
50:52.1,2.317824074,3.445248127,0.657870352,1,2.45,0.65787037
50:57.7,2.159027778,2.487303972,0.907407403,0,2.45,0.907407407
51:03.7,1.988888889,0.001314749,0,1,0,0
51:09.6,1.932175926,2.993807554,0.249537036,1,2.45,0.340277778
51:15.0,1.682638889,2.788111687,0.725925922,1,2.45,0.816666667
51:20.5,1.46712963,2.650936842,0.068055555,1,2.45,0.113425926
51:27.1,1.25162037,3.279497862,0.544444442,1,2.45,0.589814815
51:32.8,1.092824074,2.450000048,0.816666663,1,2.45,0.907407407
51:38.6,0.865972222,2.450000048,0.158796296,1,2.45,0.272222222
51:44.0,0.63912037,2.450000048,0.657870352,1,2.45,0.725925926
51:49.2,0.434953704,2.450000048,0.907407403,0,2.45,0.022685185
51:54.8,0.298842593,0,0.158796296,0,0,0.158796296
52:00.8,5.8,0,0.158796296,1,0,0.158796296
52:06.5,5.743287037,2.450000048,1.448765993,0,2.45,0.476388889
52:12.0,5.561805556,0,0.957850933,0,0,0.635185185
52:17.6,5.561805556,0,1.464795113,0,0,0.635185185
52:23.1,5.561805556,0,1.083774209,0,0,0.635185185
52:28.7,5.561805556,0,1.485981584,0,0,0.635185185
52:34.5,5.561805556,0,1.325242162,0,0,0.635185185
52:40.4,5.561805556,0,1.394461036,0,0,0.635185185
52:45.9,5.561805556,0,0.989825547,0,0,0.635185185
52:51.2,5.561805556,0,1.448674798,0,0,0.635185185
52:56.8,5.561805556,0,1.415115833,0,0,0.635185185
53:02.5,5.561805556,0,1.274624348,0,0,0.635185185
53:08.2,5.561805556,0,1.172682762,0,0,0.635185185
53:13.8,5.561805556,0,1.214271784,0,0,0.635185185
53:19.4,5.561805556,0,1.008184314,0,0,0.635185185
53:25.1,5.561805556,0,0.747147679,1,0,0.635185185
53:31.0,5.505092593,2.450000048,1.701393485,0,2.45,0.907407407
53:36.7,5.334953704,0,0,1,0,0
53:42.6,5.278240741,2.450000048,0.272222221,1,2.45,0.340277778
53:48.6,5.040046296,2.450000048,0.748611093,1,2.45,0.839351852
53:54.3,4.790509259,2.450000048,0.13611111,1,2.45,0.204166667
54:00.0,4.575,2.450000048,0.589814842,1,2.45,0.635185185
54:05.5,4.336805556,2.450000048,0.907407403,0,2.45,0.907407407
54:11.6,4.178009259,0,0.13611111,1,0,0.136111111
54:18.3,4.121296296,3.052925348,0.811767519,1,2.45,0.476388889
54:25.3,3.951157407,3.420019865,0.973268092,0,2.45,0.816666667
54:31.3,3.837731481,0.21221447,1.474922895,0,0,0.816666667
54:36.9,3.837731481,0.228426084,1.428328633,0,0,0.816666667
54:42.4,3.837731481,0.092179768,1.039904356,0,0,0.816666667
54:48.2,3.837731481,0.20098573,1.735570431,0,0,0.816666667
54:53.7,3.837731481,0.823835611,1.616737723,0,0,0.816666667
54:59.2,3.837731481,0.47104916,1.288552999,0,0,0.816666667
55:05.0,3.837731481,0.968587875,1.442048192,0,0,0.816666667
55:10.7,3.837731481,0.61243093,1.666495204,0,0,0.816666667
55:16.3,3.837731481,0.989257753,1.721892476,0,0,0.816666667
55:22.0,3.837731481,0.649612129,1.74955523,0,0,0.816666667
55:27.3,3.837731481,0.302712053,1.181859851,0,0,0.816666667
55:33.1,3.837731481,0.757946551,1.597901106,0,0,0.816666667
55:38.9,3.837731481,0.753525257,1.063019753,0,0,0.816666667
55:44.7,3.837731481,0.469579071,1.694343925,0,0,0.816666667
55:50.5,3.837731481,0.021767784,0.941209912,0,0,0.816666667
55:55.9,3.837731481,0.820409894,1.588619351,0,0,0.816666667
56:01.4,3.837731481,0.10078118,1.084831834,0,0,0.816666667
56:07.1,3.837731481,0.942333639,0.922746539,0,0,0.816666667
