timestamp,tank_liquidlevel,flowlevel,bottle_liquidlevel,motor_status,class
04:14.1,0.378240741,2.450000048,0.04537037,1,normal
04:22.5,5.709259259,2.450000048,0.589814842,1,normal
04:34.2,5.391666667,2.450000048,0.340277791,1,normal
04:42.2,4.994675926,2.450000048,0.907407403,0,normal
04:50.4,4.767824074,0,0.113425925,1,normal
04:58.8,4.688425926,2.450000048,0.431018531,1,normal
05:06.7,4.382175926,2.450000048,0.022685185,1,normal
05:14.4,4.087268519,2.450000048,0.567129612,1,normal
05:22.3,3.792361111,2.450000048,0.13611111,1,normal
05:30.9,3.497453704,2.450000048,0.703240752,1,normal
05:39.9,3.191203704,2.450000048,0.13611111,1,normal
05:43.7,2.873611111,2.450000048,0.635185182,1,normal
05:48.1,2.726157407,2.450000048,0.022685185,1,normal
05:51.0,2.544675926,2.450000048,0.204166666,1,normal
05:54.5,2.43125,2.450000048,0.476388901,1,normal
05:57.6,2.295138889,2.450000048,0.725925922,1,normal
06:01.4,2.17037037,2.450000048,0.907407403,0,normal
06:07.5,2.068287037,0,0.04537037,1,normal
06:10.7,2.022916667,2.450000048,0.226851851,1,normal
06:13.6,1.898148148,2.450000048,0.385648161,1,normal
06:16.6,1.784722222,2.450000048,0.657870352,1,normal
06:22.2,1.671296296,2.450000048,0.907407403,0,normal
06:27.1,1.501157407,0,0.09074074,1,normal
06:30.7,1.455787037,2.450000048,0.272222221,1,normal
06:34.3,1.308333333,2.450000048,0.544444442,1,normal
06:38.2,1.172222222,2.450000048,0.793981493,1,normal
06:42.3,1.013425926,2.450000048,0.09074074,1,normal
06:46.3,0.843287037,2.450000048,0.385648161,1,normal
06:49.9,0.695833333,2.450000048,0.680555582,1,normal
06:53.1,0.54837963,2.450000048,0.907407403,0,normal
06:56.5,0.457638889,0,0,1,normal
06:59.8,0.423611111,2.450000048,0.158796296,1,normal
07:03.4,0.298842593,2.450000048,0.362962961,0,normal
07:06.5,5.8,0,0.362962961,1,normal
07:09.9,5.765972222,2.450000048,0.453703701,1,normal
07:13.5,5.629861111,2.450000048,0.725925922,1,normal
07:16.6,5.505092593,2.450000048,0.907407403,0,normal
07:21.8,5.414351852,0,0.068055555,1,normal
07:25.6,5.346296296,2.450000048,0.317592591,1,normal
07:28.9,5.198842593,2.450000048,0.567129612,1,normal
07:33.2,5.062731481,2.450000048,0.839351833,1,normal
07:37.0,4.892592593,2.450000048,0.113425925,1,normal
07:41.7,4.733796296,2.450000048,0.385648161,1,normal
07:45.3,4.563657407,2.450000048,0.680555582,1,normal
07:48.8,4.427546296,2.450000048,0.907407403,0,normal
07:52.2,4.336805556,0,0.04537037,1,normal
07:55.5,4.291435185,2.450000048,0.13611111,1,normal
07:59.2,4.166666667,2.450000048,0.499074072,1,normal
08:02.4,4.019212963,2.450000048,0.680555582,1,normal
08:05.2,3.894444444,2.450000048,0.907407403,0,normal
08:08.5,3.815046296,0,0,1,normal
08:12.1,3.769675926,2.450000048,0.158796296,1,normal
08:15.2,3.622222222,2.450000048,0.453703701,1,normal
08:18.1,3.508796296,2.450000048,0.635185182,1,normal
08:21.1,3.384027778,2.450000048,0.907407403,0,normal
08:24.1,3.30462963,0,0,1,normal
08:27.1,3.259259259,2.450000048,0.113425925,1,normal
08:30.3,3.145833333,2.450000048,0.362962961,1,normal
08:33.5,3.021064815,2.450000048,0.589814842,1,normal
08:36.3,2.896296296,2.450000048,0.839351833,1,normal
08:39.6,2.78287037,2.450000048,0.907407403,0,normal
08:42.8,2.703472222,0,0.09074074,1,normal
08:45.9,2.669444444,2.450000048,0.181481481,1,normal
08:48.9,2.556018519,2.450000048,0.431018531,1,normal
08:54.2,2.43125,2.450000048,0.793981493,1,normal
08:58.1,2.238425926,2.450000048,0,1,normal
09:01.9,2.090972222,2.450000048,0.272222221,1,normal
09:04.9,1.943518519,2.450000048,0.567129612,1,normal
09:07.8,1.81875,2.450000048,0.816666663,1,normal
09:10.9,1.705324074,2.450000048,0.907407403,0,normal
09:13.8,1.625925926,0,0.068055555,1,normal
09:16.8,1.591898148,2.450000048,0.158796296,1,normal
09:20.1,1.46712963,2.450000048,0.431018531,1,normal
09:23.1,1.342361111,2.450000048,0.657870352,1,normal
09:26.1,1.228935185,2.450000048,0.907407403,0,normal
09:29.4,1.149537037,0,0,1,normal
09:32.9,1.104166667,2.450000048,0.113425925,1,normal
09:36.1,0.968055556,2.450000048,0.408333331,1,normal
09:39.0,0.831944444,2.450000048,0.657870352,1,normal
09:42.0,0.718518519,2.450000048,0.907407403,0,normal
09:45.2,0.63912037,0,0,1,normal
09:48.2,0.59375,2.450000048,0.09074074,1,normal
09:51.2,0.468981481,2.450000048,0.362962961,1,normal
09:54.4,0.355555556,2.450000048,0.635185182,1,normal
09:57.7,0.298842593,2.450000048,0.884722233,0,normal
10:00.8,5.8,0,0.884722233,1,normal
10:03.6,5.75462963,2.450000048,0.907407403,0,normal
10:06.7,5.675231481,0,0.022685185,1,normal
10:09.9,5.652546296,2.450000048,0.09074074,1,normal
10:13.0,5.516435185,2.450000048,0.362962961,1,normal
10:16.5,5.391666667,2.450000048,0.680555582,1,normal
10:19.8,5.255555556,2.450000048,0.907407403,0,normal
10:23.3,5.153472222,0,0,1,normal
10:27.4,5.119444444,2.450000048,0.181481481,1,normal
10:30.3,4.960648148,2.450000048,0.476388901,1,normal
10:33.3,4.83587963,2.450000048,0.635185182,1,normal
10:37.5,4.722453704,2.450000048,0.907407403,0,normal
10:40.7,4.609027778,0,0,1,normal
10:43.9,4.563657407,2.450000048,0.181481481,1,normal
10:47.0,4.450231481,2.450000048,0.362962961,1,normal
10:50.3,4.348148148,2.450000048,0.612500012,1,normal
10:53.1,4.212037037,2.450000048,0.862037063,1,normal
10:56.2,4.109953704,2.450000048,0.907407403,0,normal
10:59.4,4.030555556,0,0.068055555,1,normal
11:02.5,3.996527778,2.450000048,0.204166666,1,normal
11:06.1,3.871759259,2.450000048,0.431018531,1,normal
11:09.3,3.724305556,2.450000048,0.793981493,1,normal
11:12.5,3.588194444,2.450000048,0.907407403,0,normal
11:15.4,3.508796296,0,0,1,normal
11:18.4,3.474768519,2.450000048,0.09074074,1,normal
11:21.8,3.35,2.450000048,0.340277791,1,normal
11:25.6,3.225231481,2.450000048,0.589814842,1,normal
11:28.9,3.077777778,2.450000048,0.907407403,0,normal
11:32.1,2.987037037,0,0,1,normal
11:35.5,2.953009259,2.450000048,0.09074074,1,normal
11:39.3,2.816898148,2.450000048,0.453703701,1,normal
11:42.6,2.658101852,2.450000048,0.725925922,1,normal
11:46.1,2.533333333,2.450000048,0.907407403,0,normal
11:49.5,2.43125,0,0.022685185,1,normal
11:53.0,2.397222222,2.450000048,0.181481481,1,normal
11:57.1,2.261111111,2.450000048,0.453703701,1,normal
12:00.3,2.102314815,2.450000048,0.703240752,1,normal
12:03.5,1.977546296,2.450000048,0.907407403,0,normal
12:06.8,1.898148148,0,0,1,normal
12:09.9,1.852777778,2.450000048,0.09074074,1,normal
12:12.9,1.728009259,2.450000048,0.385648161,1,normal
12:16.0,1.603240741,2.450000048,0.657870352,1,normal
12:19.2,1.478472222,2.450000048,0.907407403,0,normal
12:22.4,1.387731481,0,0,1,normal
12:25.4,1.353703704,2.450000048,0.113425925,1,normal
12:28.4,1.228935185,2.450000048,0.362962961,1,normal
12:31.3,1.104166667,2.450000048,0.635185182,1,normal
12:35.1,0.979398148,2.450000048,0.862037063,1,normal
