motor_status,timestamp,bottle_liquidlevel,tank_upperbound,flowlevel,bottle_lowerbound,tank_lowerbound,tank_liquidlevel,bottle_upperbound,sensor2_thresh
1,2021-05-24 20:42:14.554360,0.7039439678192139,5.81,2.4524500370025635,0.0,0.3,0.763888888888852,0.9,3.0
1,2021-05-24 20:42:20.057203,0.13624721765518188,5.81,2.4524500370025635,0.0,0.3,0.49166666666663,0.9,3.0
0,2021-05-24 20:42:23.783661,0.45415741205215454,5.81,2.4524500370025635,0.0,0.3,0.298842592592556,0.9,3.0
1,2021-05-24 20:42:27.952926,0.45415741205215454,5.81,0.0,0.0,0.3,5.8,0.9,3.0
1,2021-05-24 20:42:32.545724,0.658528208732605,5.81,2.4524500370025635,0.0,0.3,5.75462962962963,0.9,3.0
0,2021-05-24 20:42:36.812268,0.9083148241043091,5.81,2.4524500370025635,0.0,0.3,5.58449074074075,0.9,3.0
1,2021-05-24 20:42:41.149576,0.045415740460157394,5.81,0.0,0.0,0.3,5.45972222222224,0.9,3.0
1,2021-05-24 20:42:45.320644,0.24978657066822052,5.81,2.4524500370025635,0.0,0.3,5.41435185185187,0.9,3.0
1,2021-05-24 20:42:49.684430,0.6131125092506409,5.81,2.4524500370025635,0.0,0.3,5.25555555555557,0.9,3.0
1,2021-05-24 20:42:53.819479,0.862899124622345,5.81,2.4524500370025635,0.0,0.3,5.07407407407409,0.9,3.0
1,2021-05-24 20:42:57.969547,0.11353935301303864,5.81,2.4524500370025635,0.0,0.3,4.91527777777779,0.9,3.0
1,2021-05-24 20:43:02.354324,0.49957314133644104,5.81,2.4524500370025635,0.0,0.3,4.75648148148149,0.9,3.0
1,2021-05-24 20:43:06.537324,0.862899124622345,5.81,2.4524500370025635,0.0,0.3,4.57500000000001,0.9,3.0
1,2021-05-24 20:43:12.038283,0.022707870230078697,5.81,2.4524500370025635,0.0,0.3,4.40486111111112,0.9,3.0
1,2021-05-24 20:43:17.135448,0.476865291595459,5.81,2.4524500370025635,0.0,0.3,4.18935185185186,0.9,3.0
0,2021-05-24 20:43:24.637296,0.9083148241043091,5.81,2.4524500370025635,0.0,0.3,3.98518518518519,0.9,3.0
1,2021-05-24 20:43:31.988601,0.18166296184062958,5.81,0.0,0.0,0.3,3.75833333333333,0.9,3.0
