motor_status,timestamp,bottle_liquidlevel,tank_upperbound,flowlevel,bottle_lowerbound,tank_lowerbound,tank_liquidlevel,bottle_upperbound,sensor2_thresh
1,2021-05-04 16:18:20.453371,0.27222222089767456,5.81,2.450000047683716,0.0,0.3,3.32731481481481,0.9,3.0
1,2021-05-04 16:18:24.429804,0.43101853132247925,5.81,2.450000047683716,0.0,0.3,3.24791666666666,0.9,3.0
1,2021-05-04 16:18:28.393150,0.612500011920929,5.81,2.450000047683716,0.0,0.3,3.15717592592592,0.9,3.0
0,2021-05-04 16:18:32.148536,0.7259259223937988,5.81,2.450000047683716,0.0,0.3,3.07777777777777,0.9,3.0
0,2021-05-04 16:18:35.929960,0.8620370626449585,5.81,0.0,0.0,0.3,3.00972222222221,0.9,3.0
1,2021-05-04 16:18:39.833907,0.0,5.81,0.0,0.0,0.3,2.93032407407406,0.9,3.0
1,2021-05-04 16:18:43.834404,0.27222222089767456,5.81,2.450000047683716,0.0,0.3,2.79421296296295,0.9,3.0
0,2021-05-04 16:18:47.640076,0.3856481611728668,5.81,2.450000047683716,0.0,0.3,2.73749999999998,0.9,3.0
0,2021-05-04 16:18:51.464956,0.5444444417953491,5.81,2.450000047683716,0.0,0.3,2.65810185185184,0.9,3.0
1,2021-05-04 16:18:55.499800,0.7259259223937988,5.81,0.0,0.0,0.3,2.59004629629628,0.9,3.0
0,2021-05-04 16:18:59.458639,0.9074074029922485,5.81,2.450000047683716,0.0,0.3,2.47662037037035,0.9,3.0
1,2021-05-04 16:19:03.501631,0.13611111044883728,5.81,0.0,0.0,0.3,2.44259259259257,0.9,3.0
1,2021-05-04 16:19:07.264810,0.317592591047287,5.81,2.450000047683716,0.0,0.3,2.31782407407405,0.9,3.0
1,2021-05-04 16:19:11.336856,0.5444444417953491,5.81,2.450000047683716,0.0,0.3,2.22708333333331,0.9,3.0
1,2021-05-04 16:19:15.435974,0.7032407522201538,5.81,2.450000047683716,0.0,0.3,2.13634259259257,0.9,3.0
1,2021-05-04 16:19:19.455733,0.8393518328666687,5.81,2.450000047683716,0.0,0.3,2.03425925925924,0.9,3.0
0,2021-05-04 16:19:23.159820,0.9074074029922485,5.81,0.0,0.0,0.3,1.96620370370368,0.9,3.0
1,2021-05-04 16:19:27.284315,0.09074074029922485,5.81,0.0,0.0,0.3,1.92083333333331,0.9,3.0
1,2021-05-04 16:19:31.252235,0.3402777910232544,5.81,2.450000047683716,0.0,0.3,1.80740740740738,0.9,3.0
1,2021-05-04 16:19:35.281623,0.4763889014720917,5.81,2.450000047683716,0.0,0.3,1.71666666666664,0.9,3.0
0,2021-05-04 16:19:39.295117,0.635185182094574,5.81,0.0,0.0,0.3,1.64861111111108,0.9,3.0
1,2021-05-04 16:19:43.262917,0.7486110925674438,5.81,0.0,0.0,0.3,1.58055555555553,0.9,3.0
1,2021-05-04 16:19:47.191116,0.0,5.81,2.450000047683716,0.0,0.3,1.44444444444441,0.9,3.0
1,2021-05-04 16:19:51.001273,0.11342592537403107,5.81,0.0,0.0,0.3,1.37638888888886,0.9,3.0
0,2021-05-04 16:19:54.951000,0.22685185074806213,5.81,0.0,0.0,0.3,1.31967592592589,0.9,3.0
0,2021-05-04 16:19:58.796381,0.3629629611968994,5.81,2.450000047683716,0.0,0.3,1.25162037037034,0.9,3.0
1,2021-05-04 16:20:02.877000,0.4990740716457367,5.81,0.0,0.0,0.3,1.18356481481478,0.9,3.0
1,2021-05-04 16:20:06.958962,0.7486110925674438,5.81,2.450000047683716,0.0,0.3,1.07013888888885,0.9,3.0
0,2021-05-04 16:20:10.934896,0.8620370626449585,5.81,2.450000047683716,0.0,0.3,1.0020833333333,0.9,3.0
0,2021-05-04 16:20:14.844820,0.0,5.81,0.0,0.0,0.3,0.922685185185148,0.9,3.0
1,2021-05-04 16:20:18.948772,0.1587962955236435,5.81,0.0,0.0,0.3,0.854629629629593,0.9,3.0
1,2021-05-04 16:20:22.745642,0.3856481611728668,5.81,2.450000047683716,0.0,0.3,0.729861111111074,0.9,3.0
1,2021-05-04 16:20:26.029636,0.5217592716217041,5.81,0.0,0.0,0.3,0.661805555555519,0.9,3.0
1,2021-05-04 16:20:29.016778,0.612500011920929,5.81,2.450000047683716,0.0,0.3,0.627777777777741,0.9,3.0
1,2021-05-04 16:20:31.888204,0.8393518328666687,5.81,2.450000047683716,0.0,0.3,0.503009259259223,0.9,3.0
