motor_status,timestamp,ub_tank,lb_bottle,ub_bottle,flowlevel,ll_tank,ll_bottle,lb_tank,sensor2_thresh,traffic
1,2021-05-03 09:17:49.934079,5.81,0.0,0.9,2.450000047683716,3.48611111111111,0.612500011920929,0.3,3.0,normal
1,2021-05-03 09:17:54.609611,5.81,0.0,0.9,2.450000047683716,3.36134259259259,0.8847222328186035,0.3,3.0,normal
1,2021-05-03 09:17:59.751733,5.81,0.0,0.9,2.450000047683716,3.16851851851851,0.1814814805984497,0.3,3.0,normal
1,2021-05-03 09:18:04.017221,5.81,0.0,0.9,2.450000047683716,2.96435185185184,0.5444444417953491,0.3,3.0,normal
1,2021-05-03 09:18:07.715149,5.81,0.0,0.9,2.450000047683716,2.79421296296295,0.8847222328186035,0.3,3.0,normal
1,2021-05-03 09:18:10.886118,5.81,0.0,0.9,2.450000047683716,2.64675925925924,0.04537037014961243,0.3,3.0,normal
1,2021-05-03 09:18:14.809839,5.81,0.0,0.9,2.450000047683716,2.51064814814813,0.3629629611968994,0.3,3.0,normal
1,2021-05-03 09:18:18.208465,5.81,0.0,0.9,2.450000047683716,2.35185185185183,0.5671296119689941,0.3,3.0,normal
1,2021-05-03 09:18:21.123663,5.81,0.0,0.9,2.450000047683716,2.21574074074072,0.8847222328186035,0.3,3.0,normal
1,2021-05-03 09:18:24.551946,5.81,0.0,0.9,2.450000047683716,2.10231481481479,0.06805555522441864,0.3,3.0,normal
1,2021-05-03 09:18:29.398552,5.81,0.0,0.9,2.450000047683716,1.95486111111109,0.3402777910232544,0.3,3.0,normal
1,2021-05-03 09:18:32.617679,5.81,0.0,0.9,2.450000047683716,1.76203703703701,0.7712963223457336,0.3,3.0,normal
0,2021-05-03 09:18:35.556480,5.81,0.0,0.9,2.450000047683716,1.63726851851849,0.9074074029922485,0.3,3.0,normal
1,2021-05-03 09:18:38.602642,5.81,0.0,0.9,0.0,1.55787037037034,0.0,0.3,3.0,normal
1,2021-05-03 09:18:43.730650,5.81,0.0,0.9,2.450000047683716,1.51249999999997,0.24953703582286835,0.3,3.0,normal
1,2021-05-03 09:18:46.760169,5.81,0.0,0.9,2.450000047683716,1.3083333333333,0.5898148417472839,0.3,3.0,normal
1,2021-05-03 09:18:49.621152,5.81,0.0,0.9,2.450000047683716,1.18356481481478,0.8393518328666687,0.3,3.0,normal
0,2021-05-03 09:18:52.352253,5.81,0.0,0.9,2.450000047683716,1.08148148148145,0.9074074029922485,0.3,3.0,normal
1,2021-05-03 09:18:55.228774,5.81,0.0,0.9,0.0,1.0020833333333,0.0,0.3,3.0,normal
1,2021-05-03 09:18:58.074650,5.81,0.0,0.9,2.450000047683716,0.956712962962926,0.09074074029922485,0.3,3.0,normal
1,2021-05-03 09:19:02.523704,5.81,0.0,0.9,2.450000047683716,0.843287037037,0.3402777910232544,0.3,3.0,normal
1,2021-05-03 09:19:05.732189,5.81,0.0,0.9,2.450000047683716,0.673148148148111,0.7032407522201538,0.3,3.0,normal
1,2021-05-03 09:19:12.256715,5.81,0.0,0.9,2.450000047683716,0.548379629629593,0.04537037014961243,0.3,3.0,normal
0,2021-05-03 09:19:16.753245,5.81,0.0,0.9,2.450000047683716,0.298842592592556,0.3629629611968994,0.3,3.0,normal
1,2021-05-03 09:19:20.607156,5.81,0.0,0.9,0.0,5.8,0.3629629611968994,0.3,3.0,normal
1,2021-05-03 09:19:24.035556,5.81,0.0,0.9,2.450000047683716,5.76597222222222,0.45370370149612427,0.3,3.0,normal
1,2021-05-03 09:19:27.718171,5.81,0.0,0.9,2.450000047683716,5.62986111111112,0.7259259223937988,0.3,3.0,normal
0,2021-05-03 09:19:30.737668,5.81,0.0,0.9,2.450000047683716,5.48240740740742,0.9074074029922485,0.3,3.0,normal
1,2021-05-03 09:19:34.189145,5.81,0.0,0.9,0.0,5.40300925925927,0.04537037014961243,0.3,3.0,normal
1,2021-05-03 09:19:38.509389,5.81,0.0,0.9,2.450000047683716,5.38032407407409,0.22685185074806213,0.3,3.0,normal
1,2021-05-03 09:19:43.407441,5.81,0.0,0.9,2.450000047683716,5.2101851851852,0.45370370149612427,0.3,3.0,normal
0,2021-05-03 09:19:47.713944,5.81,0.0,0.9,2.450000047683716,5.00601851851853,0.9074074029922485,0.3,3.0,normal
1,2021-05-03 09:19:50.579070,5.81,0.0,0.9,0.0,4.86990740740742,0.0,0.3,3.0,normal
1,2021-05-03 09:19:53.804465,5.81,0.0,0.9,2.450000047683716,4.83587962962964,0.1587962955236435,0.3,3.0,normal
1,2021-05-03 09:19:57.241169,5.81,0.0,0.9,2.450000047683716,4.69976851851853,0.3402777910232544,0.3,3.0,normal
1,2021-05-03 09:19:59.997472,5.81,0.0,0.9,2.450000047683716,4.56365740740742,0.612500011920929,0.3,3.0,normal
1,2021-05-03 09:20:02.751844,5.81,0.0,0.9,2.450000047683716,4.45023148148149,0.8620370626449585,0.3,3.0,normal
1,2021-05-03 09:20:05.555012,5.81,0.0,0.9,2.450000047683716,4.33680555555556,0.0,0.3,3.0,normal
1,2021-05-03 09:20:08.288767,5.81,0.0,0.9,2.450000047683716,4.22337962962963,0.1814814805984497,0.3,3.0,normal
1,2021-05-03 09:20:11.577884,5.81,0.0,0.9,2.450000047683716,4.10995370370371,0.45370370149612427,0.3,3.0,normal
1,2021-05-03 09:20:14.416650,5.81,0.0,0.9,2.450000047683716,3.98518518518519,0.6805555820465088,0.3,3.0,normal
0,2021-05-03 09:20:18.160666,5.81,0.0,0.9,2.450000047683716,3.87175925925926,0.9074074029922485,0.3,3.0,normal
1,2021-05-03 09:20:21.152411,5.81,0.0,0.9,0.0,3.78101851851852,0.0,0.3,3.0,normal
1,2021-05-03 09:20:24.418539,5.81,0.0,0.9,2.450000047683716,3.74699074074074,0.11342592537403107,0.3,3.0,normal
1,2021-05-03 09:20:28.932731,5.81,0.0,0.9,2.450000047683716,3.61087962962963,0.40833333134651184,0.3,3.0,normal
1,2021-05-03 09:20:31.749246,5.81,0.0,0.9,2.450000047683716,3.44074074074073,0.7032407522201538,0.3,3.0,normal
0,2021-05-03 09:20:35.642867,5.81,0.0,0.9,2.450000047683716,3.32731481481481,0.9074074029922485,0.3,3.0,normal
1,2021-05-03 09:20:38.538522,5.81,0.0,0.9,0.0,3.21388888888888,0.022685185074806213,0.3,3.0,normal
1,2021-05-03 09:20:41.319649,5.81,0.0,0.9,2.450000047683716,3.16851851851851,0.11342592537403107,0.3,3.0,normal
1,2021-05-03 09:20:44.381391,5.81,0.0,0.9,2.450000047683716,3.05509259259258,0.3402777910232544,0.3,3.0,normal
1,2021-05-03 09:20:47.247040,5.81,0.0,0.9,2.450000047683716,2.95300925925925,0.635185182094574,0.3,3.0,normal
1,2021-05-03 09:20:49.963660,5.81,0.0,0.9,2.450000047683716,2.83958333333332,0.7939814925193787,0.3,3.0,normal
0,2021-05-03 09:20:53.848273,5.81,0.0,0.9,2.450000047683716,2.72615740740739,0.9074074029922485,0.3,3.0,normal
1,2021-05-03 09:20:58.197028,5.81,0.0,0.9,0.0,2.62407407407406,0.09074074029922485,0.3,3.0,normal
1,2021-05-03 09:21:03.109166,5.81,0.0,0.9,2.450000047683716,2.56736111111109,0.27222222089767456,0.3,3.0,normal
1,2021-05-03 09:21:06.702324,5.81,0.0,0.9,2.450000047683716,2.38587962962961,0.635185182094574,0.3,3.0,normal
0,2021-05-03 09:21:09.718422,5.81,0.0,0.9,2.450000047683716,2.2384259259259,0.9074074029922485,0.3,3.0,normal
1,2021-05-03 09:21:12.763650,5.81,0.0,0.9,0.0,2.14768518518516,0.0,0.3,3.0,normal
1,2021-05-03 09:21:17.283499,5.81,0.0,0.9,2.450000047683716,2.10231481481479,0.1814814805984497,0.3,3.0,normal
1,2021-05-03 09:21:21.434243,5.81,0.0,0.9,2.450000047683716,1.92083333333331,0.5217592716217041,0.3,3.0,normal
1,2021-05-03 09:21:24.183599,5.81,0.0,0.9,2.450000047683716,1.75069444444442,0.8393518328666687,0.3,3.0,normal
0,2021-05-03 09:21:27.897892,5.81,0.0,0.9,2.450000047683716,1.63726851851849,0.9074074029922485,0.3,3.0,normal
