timestamp,tank_liquidlevel,tank_upperbound,tank_lowerbound,est_flowlevel,flowlevel,sensor2_thresh,est_bottle_liquidlevel,bottle_liquidlevel,bottle_upperbound,bottle_lowerbound,motor_status
2021-05-27 10:36:59.243168,4.65439814814816,5.81,0.3,2.45,2.450000047683716,3.0,0.476388888888889,,0.9,0.0,1
2021-05-27 10:37:28.399296,3.84907407407407,5.81,0.3,2.45,2.450000047683716,3.0,0.0907407407407407,,0.9,0.0,1
2021-05-27 10:37:58.329189,3.04374999999999,5.81,0.3,2.45,2.450000047683716,3.0,0.725925925925926,,0.9,0.0,1
2021-05-27 10:38:27.247768,2.20439814814813,5.81,0.3,2.45,2.450000047683716,3.0,0.272222222222222,,0.9,0.0,1
2021-05-27 10:39:08.150934,1.44444444444441,5.81,0.3,2.45,2.450000047683716,3.0,0.907407407407407,0.7259259223937988,0.9,0.0,1
2021-05-27 10:39:42.901288,0.366898148148112,5.81,0.3,2.45,2.450000047683716,3.0,0.907407407407407,0.9074074029922485,0.9,0.0,0
2021-05-27 10:40:08.709571,5.18750000000002,5.81,0.3,0.0,,3.0,0.567129629629629,0.5671296119689941,0.9,0.0,1
2021-05-27 10:40:27.645216,5.04004629629631,5.81,0.3,2.45,,3.0,0.431018518518518,0.317592591047287,0.9,0.0,1
2021-05-27 10:40:53.181181,4.41620370370371,5.81,0.3,2.45,,3.0,0.884722222222222,0.5444444417953491,0.9,0.0,1
2021-05-27 10:41:09.572923,3.69027777777777,5.81,0.3,2.45,,3.0,0.0226851851851852,0.9074074029922485,0.9,0.0,0
2021-05-27 10:41:26.973553,3.25925925925925,5.81,0.3,0.0,,3.0,0.317592592592593,0.317592591047287,0.9,0.0,1
2021-05-27 10:41:39.414346,3.16851851851851,5.81,0.3,2.45,2.450000047683716,3.0,0.907407407407407,0.8393518328666687,0.9,0.0,1
2021-05-27 10:41:51.027150,2.79421296296295,5.81,0.3,2.45,2.450000047683716,3.0,0.521759259259259,0.5217592716217041,0.9,0.0,1
2021-05-27 10:42:05.763179,2.43124999999998,5.81,0.3,2.45,2.450000047683716,3.0,0.385648148148148,0.3629629611968994,0.9,0.0,1
2021-05-27 10:42:22.107475,1.9321759259259,5.81,0.3,2.45,2.450000047683716,3.0,0.272222222222222,0.11342592537403107,0.9,0.0,1
2021-05-27 10:42:39.589290,1.43310185185182,5.81,0.3,2.45,,3.0,0.431018518518518,,0.9,0.0,1
2021-05-27 10:42:53.930764,0.843287037037,5.81,0.3,2.45,,3.0,0.431018518518518,,0.9,0.0,1
2021-05-27 10:43:10.464805,0.332870370370334,5.81,0.3,2.45,,3.0,0.521759259259259,,0.9,0.0,1
2021-05-27 10:43:26.090627,5.35763888888891,5.81,0.3,2.45,,3.0,0.589814814814815,,0.9,0.0,1
2021-05-27 10:43:42.727817,4.81319444444446,5.81,0.3,2.45,,3.0,0.65787037037037,,0.9,0.0,1
2021-05-27 10:43:59.785964,4.25740740740741,5.81,0.3,2.45,,3.0,0.635185185185185,0.4763889014720917,0.9,0.0,1
2021-05-27 10:44:11.657023,3.70162037037037,5.81,0.3,2.45,2.450000047683716,3.0,0.499074074074074,0.4763889014720917,0.9,0.0,1
2021-05-27 10:44:20.715288,3.31597222222221,5.81,0.3,2.45,2.450000047683716,3.0,0.158796296296296,0.0,0.9,0.0,1
2021-05-27 10:44:33.184005,2.99837962962962,5.81,0.3,2.45,2.450000047683716,3.0,0.907407407407407,0.8166666626930237,0.9,0.0,1
2021-05-27 10:44:42.952844,2.61273148148146,5.81,0.3,2.45,2.450000047683716,3.0,0.567129629629629,0.40833333134651184,0.9,0.0,1
2021-05-27 10:44:56.660768,2.28379629629628,5.81,0.3,2.45,2.450000047683716,3.0,0.181481481481481,0.13611111044883728,0.9,0.0,1
2021-05-27 10:45:04.705932,1.85277777777775,5.81,0.3,2.45,2.450000047683716,3.0,0.907407407407407,0.8847222328186035,0.9,0.0,1
2021-05-27 10:45:14.213954,1.56921296296293,5.81,0.3,2.45,2.450000047683716,3.0,0.499074074074074,0.27222222089767456,0.9,0.0,1
2021-05-27 10:45:22.564631,1.25162037037034,5.81,0.3,2.45,2.450000047683716,3.0,0.0226851851851852,0.9074074029922485,0.9,0.0,0
2021-05-27 10:45:32.602677,1.03611111111107,5.81,0.3,0.0,0.0,3.0,0.226851851851852,0.22685185074806213,0.9,0.0,1
2021-05-27 10:45:42.302075,0.968055555555519,5.81,0.3,2.45,2.450000047683716,3.0,0.725925925925926,0.6805555820465088,0.9,0.0,1
2021-05-27 10:45:50.201851,0.639120370370334,5.81,0.3,2.45,2.450000047683716,3.0,0.113425925925926,0.04537037014961243,0.9,0.0,1
2021-05-27 10:45:58.188970,0.378240740740704,5.81,0.3,2.45,2.450000047683716,3.0,0.725925925925926,0.5898148417472839,0.9,0.0,1
2021-05-27 10:46:06.369059,5.68657407407408,5.81,0.3,2.45,2.450000047683716,3.0,0.204166666666667,0.022685185074806213,0.9,0.0,1
2021-05-27 10:46:15.649254,5.40300925925927,5.81,0.3,2.45,2.450000047683716,3.0,0.907407407407407,0.8847222328186035,0.9,0.0,1
2021-05-27 10:46:24.287254,5.07407407407409,5.81,0.3,2.45,2.450000047683716,3.0,0.499074074074074,0.43101853132247925,0.9,0.0,1
2021-05-27 10:46:30.005308,4.77916666666668,5.81,0.3,2.45,2.450000047683716,3.0,0.907407407407407,0.9074074029922485,0.9,0.0,0
2021-05-27 10:46:36.503072,4.63171296296297,5.81,0.3,0.0,0.0,3.0,0.0,0.0,0.9,0.0,1
2021-05-27 10:46:43.476368,4.56365740740742,5.81,0.3,2.45,2.450000047683716,3.0,0.408333333333333,0.27222222089767456,0.9,0.0,1
