timestamp,tank_liquidlevel,tank_upperbound,tank_lowerbound,est_flowlevel,flowlevel,sensor2_thresh,est_bottle_liquidlevel,bottle_liquidlevel,bottle_upperbound,bottle_lowerbound,motor_status
2021-05-27 13:14:30.583606,5.45972222222224,5.81,0.3,2.45,2.450000047683716,3.0,0.0680555555555556,0.9074074029922485,0.9,0.0,0
2021-05-27 13:15:14.342612,4.68842592592594,5.81,0.3,0.0,0.0,3.0,0.839351851851852,0.41967591643333435,0.9,0.0,1
2021-05-27 13:15:45.906165,4.48425925925927,5.81,0.3,2.45,2.450000047683716,3.0,0.158796296296296,0.45370370149612427,0.9,0.0,1
2021-05-27 13:16:19.310561,3.59953703703703,5.81,0.3,2.45,2.450000047683716,3.0,0.907407407407407,0.3062500059604645,0.9,0.0,1
2021-05-27 13:16:50.121361,2.68078703703702,5.81,0.3,2.45,2.450000047683716,3.0,0.771296296296296,0.3062500059604645,0.9,0.0,1
2021-05-27 13:17:20.467959,1.84143518518516,5.81,0.3,2.45,2.450000047683716,3.0,0.453703703703704,0.03402777761220932,0.9,0.0,1
2021-05-27 13:17:55.057828,0.968055555555519,5.81,0.3,2.45,2.450000047683716,3.0,0.181481481481481,0.04537037014961243,0.9,0.0,1
2021-05-27 13:18:28.399732,5.58449074074075,5.81,0.3,2.45,2.450000047683716,3.0,0.0226851851851852,0.43101853132247925,0.9,0.0,1
2021-05-27 13:18:58.984604,4.67708333333334,5.81,0.3,2.45,2.450000047683716,3.0,0.839351851851852,0.3743055462837219,0.9,0.0,1
2021-05-27 13:19:28.993245,3.81504629629629,5.81,0.3,2.45,2.450000047683716,3.0,0.408333333333333,0.09074074029922485,0.9,0.0,1
2021-05-27 13:20:02.643150,2.94166666666665,5.81,0.3,2.45,2.450000047683716,3.0,0.317592592592593,0.27222222089767456,0.9,0.0,1
2021-05-27 13:20:33.114702,1.96620370370368,5.81,0.3,2.45,1.225000023841858,3.0,0.0680555555555556,0.8847222328186035,0.9,0.0,1
2021-05-27 13:21:01.820475,1.08148148148145,5.81,0.3,2.45,1.225000023841858,3.0,0.771296296296296,0.7032407522201538,0.9,0.0,1
2021-05-27 13:21:31.105668,0.298842592592556,5.81,0.3,0.0,0.0,3.0,0.0,0.0,0.9,0.0,0
2021-05-27 13:21:58.848057,5.72060185185185,5.81,0.3,0.0,0.0,3.0,0.0,0.0,0.9,0.0,1
2021-05-27 13:22:27.335204,5.59583333333334,5.81,0.3,2.45,1.225000023841858,3.0,0.0226851851851852,0.8620370626449585,0.9,0.0,1
2021-05-27 13:22:57.003417,4.7451388888889,5.81,0.3,2.45,1.225000023841858,3.0,0.748611111111111,0.657870352268219,0.9,0.0,1
2021-05-27 13:23:29.254651,3.84907407407407,5.81,0.3,2.45,2.450000047683716,3.0,0.544444444444444,0.11342592537403107,0.9,0.0,1
2021-05-27 13:23:57.116703,2.93032407407406,5.81,0.3,2.45,1.225000023841858,3.0,0.0453703703703704,0.44236111640930176,0.9,0.0,1
